Sentence,Sentiment
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative
$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,positive
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,negative
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,positive
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative
"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",positive
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',negative
Tesco sales rise shows tentative recovery continues,positive
The maritime administration said the ships had ignored warnings about the icy conditions .,negative
This transaction will also rationalize our pulp and paper industry related solutions .,positive
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",neutral
Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,positive
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",positive
"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .",positive
It will also strengthen Ruukki 's offshore business .,positive
"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",neutral
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,positive
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",positive
$NFLX I say it's time to short at this point.,negative
The Group 's cash flow from operations will be positive .,positive
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",neutral
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,negative
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",positive
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",negative
Its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ) .,neutral
"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines .",positive
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",positive
"The product advisory does not apply to any other Nokia-branded battery , the company said .",neutral
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,positive
Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,neutral
The maritime administration said the ships had ignored warnings about the icy conditions .,negative
ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,negative
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",neutral
Glencore blames rivals for creating metals glut,negative
Shell to buy BG Group in $69.7 billion takeover,positive
The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,negative
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",neutral
"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .",neutral
Yakima created the position for him after emerging from economic downturns of its own .,neutral
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,negative
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",neutral
long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,positive
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,neutral
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",positive
"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",positive
"After piloting , the instrument will be further developed according to the experiences gained .",neutral
"Britain's FTSE falls back with Ashtead, commodities under pressure",negative
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",negative
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",neutral
Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,positive
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,positive
"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",neutral
"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",positive
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,positive
Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis .,positive
The share subscription period will expire on 30 September 2007 .,neutral
Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .,neutral
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,positive
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,positive
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",negative
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative
